Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage IDs	Taxonomic lineage (CLASS)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SUBPHYLUM)	Taxonomic lineage (SUBCLASS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (SUPERPHYLUM)	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (SUPERCLASS)	Taxonomic lineage (SUBKINGDOM)	Proteomes
P40249	PRIO_SAPAP	reviewed	Major prion protein (PrP) (PrP27-30) (PrP33-35C) (CD antigen CD230)	PRNP PRP	Sapajus apella (Brown-capped capuchin) (Cebus apella)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Platyrrhini (New World monkeys), Cebidae, Cebinae, Sapajus, Sapajus apella (Brown-capped capuchin) (Cebus apella)	9515	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000504640: Unplaced
A0A6J8C2V5	A0A6J8C2V5_MYTCO	unreviewed	ABHD4	MCOR_24986	Mytilus coruscus (Sea mussel)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Bivalvia, Autobranchia, Pteriomorphia, Mytiloida, Mytiloidea, Mytilidae, Mytilinae, Mytilus, Mytilus coruscus (Sea mussel)	42192	Bivalvia	Mollusca		Autobranchia	Metazoa		Eukaryota			UP000507470: Unassembled WGS sequence
P13506	EPD1_CARAU	reviewed	Ependymin-1 (Ependymin I) (EPD-I)	epd1 epn1	Carassius auratus (Goldfish)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Ostariophysi, Otophysi, Cypriniphysae, Cypriniformes (carps and others), Cyprinoidei, Cyprinidae, Cyprininae, Carassius, Carassius auratus (Goldfish)	7957	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000515129: Genome assembly
P0DUE8	APOC1_PUMCO	reviewed	Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I]	APOC1	Puma concolor (Mountain lion) (Felis concolor)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Carnivora, Feliformia, Felidae (cat family), Felinae, Puma, Puma concolor (Mountain lion) (Felis concolor)	9696	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515131: Unplaced
Q576B5	NU4M_BOSIN	reviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	MT-ND4 MTND4 NADH4 ND4	Bos indicus (Zebu)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Ruminantia, Pecora, Bovidae, Bovinae, Bos (oxen, cattle), Bos indicus (Zebu)	9915	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515132: Mitochondrion MT
Q962X9	BUD31_BRABE	reviewed	Protein BUD31 homolog (Protein G10 homolog)		Branchiostoma belcheri (Amphioxus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Cephalochordata, Leptocardii, Amphioxiformes, Branchiostomidae, Branchiostoma, Branchiostoma belcheri (Amphioxus)	7741	Leptocardii	Chordata	Cephalochordata		Metazoa		Eukaryota			UP000515135: Unplaced
P79990	HSP1_PHACI	reviewed	Sperm protamine P1	PRM1	Phascolarctos cinereus (Koala)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Metatheria, Diprotodontia, Phascolarctidae (koalas), Phascolarctos, Phascolarctos cinereus (Koala)	38626	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515140: Unplaced
A0A6P7IX16	A0A6P7IX16_9TELE	unreviewed	5'-nucleotidase (EC 3.1.3.5)	LOC114439638 LOC114439611	Parambassis ranga (Indian glassy fish)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Ovalentaria, Ovalentaria incertae sedis, Ambassidae (Asiatic glassfishes), Parambassis, Parambassis ranga (Indian glassy fish)	210632	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000515145: Chromosome 8
P14004	ALL5_DERPT	reviewed	Mite allergen Der p 5 (Allergen Der p V) (IgE-binding allergen) (allergen Der p 5)	DERP5	Dermatophagoides pteronyssinus (European house dust mite)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Acari, Acariformes, Sarcoptiformes, Astigmata, Psoroptidia, Analgoidea (feather mites), Pyroglyphidae (house-dust mites), Dermatophagoidinae, Dermatophagoides, Dermatophagoides pteronyssinus (European house dust mite)	6956	Arachnida	Arthropoda	Chelicerata	Acari	Metazoa		Eukaryota			UP000515146: Unplaced
A0A6P7G340	A0A6P7G340_DIAVI	unreviewed	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X1	LOC114337178	Diabrotica virgifera virgifera (western corn rootworm)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Coleoptera, Polyphaga, Cucujiformia, Chrysomeloidea, Chrysomelidae (leaf beetles), Galerucinae, Luperini, Diabroticina, Diabroticites, Diabrotica, Diabrotica virgifera (Western corn root beetle), Diabrotica virgifera virgifera (western corn rootworm)	50390	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515147: Unplaced
A0A6P7M8Y1	A0A6P7M8Y1_BETSP	unreviewed	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	LOC114853441 MED19	Betta splendens (Siamese fighting fish)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Anabantaria, Anabantiformes (gouramies and others), Anabantoidei, Osphronemidae, Macropodinae (Siamese fighting fishes), Betta, Betta splendens (Siamese fighting fish)	158456	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000515150: Chromosome 4
P32187	EPD_CLUHA	reviewed	Ependymin (EPD)	epd	Clupea harengus (Atlantic herring)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Clupei, Clupeiformes (herrings and anchovies), Clupeoidei, Clupeidae (herrings), Clupeinae, Clupea, Clupea harengus (Atlantic herring)	7950	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000515152: Chromosome 8
P30800	A2M_OCTVU	reviewed	Alpha-2-macroglobulin homolog (Alpha-2-M) (Fragment)		Octopus vulgaris (Common octopus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Cephalopoda (cephalopods), Coleoidea, Octopodiformes, Octopoda, Incirrata, Octopodidae, Octopus, Octopus vulgaris (Common octopus)	6645	Cephalopoda (cephalopods)	Mollusca		Coleoidea	Metazoa		Eukaryota			UP000515154: Genome assembly
A0A6P7Z1P2	A0A6P7Z1P2_9AMPH	unreviewed	lactosylceramide 4-alpha-galactosyltransferase isoform X1	A4GALT	Microcaecilia unicolor	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amphibia, Gymnophiona, Siphonopidae, Microcaecilia, Microcaecilia unicolor	1415580	Amphibia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515156: Chromosome 9
A0A6P9CNM8	A0A6P9CNM8_PANGU	unreviewed	RNA-binding protein EWS isoform X9	EWSR1	Pantherophis guttatus (Corn snake) (Elaphe guttata)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Lepidosauria (lepidosaurs), Squamata (squamates), Bifurcata (split-tongued squamates), Unidentata, Episquamata, Toxicofera, Serpentes (snakes), Colubroidea, Colubridae (colubrid snakes), Colubrinae, Pantherophis, Pantherophis guttatus (Corn snake) (Elaphe guttata)	94885	Lepidosauria (lepidosaurs)	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515157: Unplaced
A0A6P9A0I7	A0A6P9A0I7_THRPL	unreviewed	uncharacterized protein LOC117651236 isoform X1	LOC117651236	Thrips palmi (Melon thrips)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Paraneoptera, Thysanoptera (thrips), Terebrantia, Thripoidea, Thripidae (true thrips), Thripinae, Thrips, Thrips palmi (Melon thrips)	161013	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515158: Unplaced
A0A6P8R4I8	A0A6P8R4I8_GEOSA	unreviewed	rap guanine nucleotide exchange factor 4 isoform X1	RAPGEF4	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amphibia, Gymnophiona, Dermophiidae, Geotrypetes, Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	260995	Amphibia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515159: Chromosome 5
A0A6P8XNR6	A0A6P8XNR6_DROAB	unreviewed	Pyridoxal 5'-phosphate synthase (EC 1.4.3.5)	LOC117574827	Drosophila albomicans (Fruit fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Drosophila, immigrans group, nasuta subgroup, Drosophila albomicans (Fruit fly)	7291	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515160: Chromosome 2R
P29625	HBB_GYMAC	reviewed	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain)	hbb	Gymnodraco acuticeps (Antarctic dragonfish)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes (perches and others), Notothenioidei, Bathydraconidae (Antarctic dragonfishes), Gymnodraco, Gymnodraco acuticeps (Antarctic dragonfish)	8218	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000515161: Unplaced
P61915	ACTPC_ACTTE	reviewed	DELTA-actitoxin-Ate1a (DELTA-AITX-Ate1a) (Cytolysin tenebrosin-C)		Actinia tenebrosa (Australian red waratah sea anemone)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Cnidaria, Anthozoa (anthozoans), Hexacorallia, Actiniaria (sea anemones), Actiniidae, Actinia, Actinia tenebrosa (Australian red waratah sea anemone)	6105	Anthozoa (anthozoans)	Cnidaria		Hexacorallia	Metazoa		Eukaryota			UP000515163: Unplaced
O77013	AMYR_DROKI	reviewed	Alpha-amylase-related protein (EC 3.2.1.1)	Amyrel	Drosophila kikkawai (Fruit fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Sophophora, melanogaster group, montium subgroup, Drosophila kikkawai (Fruit fly)	30033	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515200: Unplaced
A0A6P3R0Z0	APOE_PTEVA	reviewed	Apolipoprotein E (Apo-E)	APOE	Pteropus vampyrus (Large flying fox)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Megachiroptera, Pteropodidae (flying foxes), Pteropodinae, Pteropus, Pteropus vampyrus (Large flying fox)	132908	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515202: Unplaced
A0A6P6DKR7	APOE_OCTDE	reviewed	Apolipoprotein E (Apo-E)	APOE	Octodon degus (Degu) (Sciurus degus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Glires (Rodents and rabbits), Rodentia, Hystricomorpha, Octodontidae, Octodon, Octodon degus (Degu) (Sciurus degus)	10160	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515203: Unplaced
C0HJK0	TX3AB_DINQU	reviewed	Poneritoxin (Poneratoxin) (Venom peptides) [Cleaved into: U1-poneritoxin-Dq3e (U1-PONTX-Dq3e) (Peptide Dq-1984); U1-poneritoxin-Dq3d (U1-PONTX-Dq3d) (Peptide Dq-1897); U1-poneritoxin-Dq3a/U1-poneritoxin-Dq3b/U1-poneritoxin-Dq3c (U1-PONTX-Dq3a/U1-PONTX-Dq3b/U1-PONTX-Dq3c) (Peptide Dq-1839/Dq-1840/Dq-1856)]		Dinoponera quadriceps (South American ant)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Formicoidea, Formicidae, Ponerinae, Ponerini, Dinoponera, Dinoponera quadriceps (South American ant)	609295	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515204: Unplaced
A0A6P3GMZ8	A0A6P3GMZ8_BISBI	unreviewed	sialic acid-binding Ig-like lectin 5	LOC104980932	Bison bison bison	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Ruminantia, Pecora, Bovidae, Bovinae, Bison, Bison bison (American bison) (Bos bison), Bison bison bison	43346	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000515208: Unplaced
A0A6P4END5	A0A6P4END5_DRORH	unreviewed	serine/threonine kinase NLK-like isoform X1 (serine/threonine kinase NLK-like isoform X2) (serine/threonine kinase NLK-like isoform X3)	LOC108043817	Drosophila rhopaloa (Fruit fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Ephydroidea, Drosophilidae (pomace flies), Drosophilinae, Drosophilini, Drosophila (fruit flies), Sophophora, melanogaster group, rhopaloa subgroup, Drosophila rhopaloa (Fruit fly)	1041015	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000515209: Unplaced
A0A7K6WT31	A0A7K6WT31_STECA	unreviewed	GKAP1 protein (Fragment)	Gkap1 STECAR_R12538	Steatornis caripensis (Oilbird)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Caprimulgimorphae, Caprimulgiformes (nightjars and others), Steatornithidae, Steatornis, Steatornis caripensis (Oilbird)	48435	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000516988: Unassembled WGS sequence
A0A7K8B8H7	A0A7K8B8H7_9CORV	unreviewed	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1) (Fragment)	Top1mt CNELOR_R06456	Cnemophilus loriae (Loria's bird-of-paradise)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Corvidae, Cnemophilus, Cnemophilus loriae (Loria's bird-of-paradise)	254448	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000517678: Unassembled WGS sequence
A0A7K5A8B7	A0A7K5A8B7_9AVES	unreviewed	CARL2 protein (Fragment)	Carmil2 CENUNI_R14275	Centropus unirufus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Cuculiformes (cuckoos and others), Centropidae, Centropus, Centropus unirufus	1118519	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000517892: Unassembled WGS sequence
A0A7J5ZD12	A0A7J5ZD12_DISMA	unreviewed	Uncharacterized protein	F7725_011808	Dissostichus mawsoni (Antarctic cod)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Euteleosteomorpha, Neoteleostei, Eurypterygia, Ctenosquamata, Acanthomorphata, Euacanthomorphacea, Percomorphaceae, Eupercaria, Perciformes (perches and others), Notothenioidei, Nototheniidae (Antarctic cods), Dissostichus, Dissostichus mawsoni (Antarctic cod)	36200	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000518266: Unassembled WGS sequence
A0A7K9D1C3	A0A7K9D1C3_9AVES	unreviewed	Double-stranded RNA-binding protein Staufen homolog 2 (Fragment)	Stau2 HEMCOM_R08918	Hemiprocne comata	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Caprimulgimorphae, Apodiformes (swifts and hummingbirds), Apodidae (swifts), Hemiprocninae (tree swifts), Hemiprocne, Hemiprocne comata	243314	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000518305: Unassembled WGS sequence
A0A7L3X2H1	A0A7L3X2H1_9GRUI	unreviewed	ANF protein (Fragment)	Nppa_0 ATLROG_R05930	Atlantisia rogersi (Inaccessible Island rail)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Gruiformes, Rallidae (rails), Atlantisia, Atlantisia rogersi (Inaccessible Island rail)	2478892	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000518911: Unassembled WGS sequence
